id,2020,2021,2022,2023,2024
76347,C,C,C,C,C
76423,C,C,C,C,C
76436,C,C,C,C,C
76550,C,C,C,C,C
76578,C,C,C,C,C
76580,C,C,C,C,C
76592,C,C,C,C,C
76662,C,C,C,C,C
76671,C,C,C,C,C
77024,C,C,C,C,C
77083,C,C,C,C,C
77140,C,C,C,C,C
77157,-,-,-,-,-
77179,-,-,-,-,-
77205,C,C,C,C,C
77219,C,C,C,C,C
77237,C,C,C,C,C
77243,C,C,C,C,C
77258,C,C,C,C,C
77305,C,C,C,C,C
77311,-,-,-,-,-
77355,C,C,C,C,C
77372,C,C,C,C,C
77377,C,C,C,C,C
77378,C,C,C,C,C
77380,-,-,-,-,C
77437,C,C,C,C,C
77469,C,-,C,-,C
77496,C,C,C,C,C
77508,C,C,-,-,C
78034,C,C,C,C,C
78043,C,C,C,C,C
78082,C,C,C,C,C
78165,C,C,C,C,C
78305,C,C,C,C,C
78329,C,C,C,C,C
78398,C,C,C,C,C
78404,C,C,C,C,C
78470,C,C,C,C,C
78545,C,C,C,C,C
78575,C,C,C,C,C
79040,C,C,C,C,C
79056,C,C,C,C,C
79074,C,C,C,C,C
79081,C,C,C,C,C
79112,C,C,C,C,C
79164,C,C,C,C,C
79183,C,C,C,C,C
79201,C,C,C,C,C
79269,C,C,C,C,C
79289,C,N,C,C,C
79349,C,C,C,C,-
80002,C,C,C,C,C
80058,C,C,C,C,C
80088,C,C,C,C,C
80115,-,-,-,-,-
80132,C,C,C,C,C
80162,C,C,C,C,C
80165,C,C,C,C,C
80166,C,C,C,C,C
80177,C,-,C,C,C
80259,C,C,C,C,C
80294,C,C,C,C,C
80301,C,C,C,C,C
80396,C,C,C,C,C
80408,C,C,C,C,C
80433,C,C,C,C,C
80439,C,C,C,C,C
80538,C,-,C,-,-
80574,-,-,-,-,-
80580,C,C,C,C,C
80592,C,C,C,C,C
80599,C,C,C,C,C
80635,C,C,C,C,C
80645,C,-,C,-,C
80704,C,-,C,-,C
80730,C,C,C,C,C
80741,C,C,C,C,C
80753,C,C,C,C,C
80756,-,-,-,-,-
80758,C,C,C,C,C
80759,C,C,C,C,C
80775,C,C,C,C,C
80819,C,C,C,C,C
80823,C,C,C,C,C
81027,C,C,C,C,C
81089,C,C,C,C,C
81156,N,C,C,C,C
81209,C,C,C,C,C
81249,N,C,C,C,C
28126,C,C,C,C,C
28175,C,C,C,C,C
28192,C,C,C,C,C
28240,C,C,C,C,C
28267,C,C,C,C,C
28276,C,C,C,C,-
28293,C,C,C,C,C
28319,-,-,C,C,C
28330,C,C,C,C,C
28378,C,C,C,C,C
28396,C,C,C,C,C
28425,C,C,C,C,C
29018,C,C,C,C,C
29034,C,-,C,C,-
29054,C,C,C,C,C
29066,C,C,C,C,C
29169,C,C,C,C,C
29177,C,C,C,C,C
29188,C,C,C,C,C
29205,C,C,C,C,C
29286,C,C,C,C,C
29289,C,C,C,-,C
2A021,-,C,-,C,-
2A163,C,C,C,C,C
2B057,C,C,C,C,C
2B231,C,C,C,C,C
2B233,-,C,-,-,-
2B238,-,-,C,-,C
2B287,-,C,-,C,-
2B340,-,-,C,C,-
30072,C,C,C,C,C
30115,C,C,C,C,C
30132,C,C,C,C,C
30156,C,C,C,C,C
30186,C,C,C,C,C
30213,C,C,C,C,C
30214,C,C,C,C,C
30317,-,-,C,-,-
31040,C,-,-,-,-
31068,-,C,-,-,C
31091,C,C,C,C,N
31096,C,C,C,C,N
31156,C,C,C,C,N
31174,C,C,C,C,C
31187,C,C,C,C,C
31239,C,C,C,C,C
31272,C,C,C,C,C
31297,C,C,C,C,N
31315,C,C,C,C,C
31330,C,C,C,C,C
31387,C,C,C,C,C
31450,C,C,C,C,C
31456,C,C,C,C,C
31469,C,C,C,C,C
31503,C,C,C,C,C
31524,-,-,-,C,C
31545,C,C,C,C,C
32004,C,C,C,C,C
32008,C,C,C,C,C
32024,C,N,C,C,C
32038,C,N,C,C,C
32068,C,C,C,C,C
32119,C,C,C,C,C
32156,C,C,C,N,C
32184,C,C,C,N,C
32193,C,C,C,C,C
32248,C,C,C,C,C
32252,C,C,C,C,C
32274,C,C,C,C,C
32341,C,C,C,N,C
32404,C,C,C,C,C
32424,C,C,C,C,C
32457,C,C,C,N,C
33012,C,C,C,C,C
33013,C,C,C,C,C
33016,C,C,C,C,N
33018,C,C,C,C,N
33025,C,C,C,C,C
33031,C,C,C,C,C
33035,C,C,C,C,C
33096,C,C,C,C,N
33115,C,C,C,C,C
33127,C,C,C,C,C
33138,C,C,C,C,C
33191,C,C,C,C,C
33218,C,C,C,C,C
33221,C,C,C,C,C
33275,C,C,C,C,C
33315,C,C,C,C,C
33373,C,C,C,C,C
33396,C,C,C,N,C
33426,C,C,C,N,C
33465,C,C,C,C,C
34038,C,C,C,C,C
34058,C,C,C,C,C
34082,C,C,C,C,C
34100,N,C,N,C,N
34101,C,C,C,C,C
34115,C,C,C,C,-
34149,C,C,C,C,C
34200,C,C,-,C,C
34202,C,C,C,C,C
34228,C,C,-,-,-
34264,C,-,C,-,-
34282,C,C,C,C,C
34319,C,C,C,C,C
35033,C,C,C,C,C
35034,C,C,C,C,C
35066,C,C,C,C,C
35068,C,C,C,C,C
35099,C,C,C,C,C
35220,C,C,C,C,C
35240,C,C,C,C,C
35265,C,C,C,C,C
35272,C,C,C,C,C
35286,C,C,C,C,C
35294,C,C,C,C,C
16382,C,C,C,C,C
17012,C,C,C,C,C
17027,C,C,C,C,C
17071,C,C,C,C,C
17087,C,C,C,C,C
17111,C,C,C,C,C
17121,C,C,C,C,N
17148,C,C,C,C,C
17182,C,C,C,C,C
17200,C,C,C,C,C
17224,C,C,C,C,C
17225,C,C,C,C,C
17230,C,C,C,C,C
17237,C,C,C,C,C
17288,C,C,N,N,C
17365,C,C,N,N,C
17396,C,C,C,C,C
17432,C,C,C,C,C
17446,C,C,C,C,C
17457,C,C,C,C,C
18017,C,C,C,C,C
18025,C,C,C,C,C
18054,C,C,C,C,C
18117,C,C,C,C,C
18150,C,C,-,C,C
18230,N,C,C,N,C
18261,C,C,C,C,C
18271,C,C,C,C,C
18279,C,C,C,C,C
18290,C,C,C,C,C
19006,-,-,C,C,-
19049,C,C,C,N,C
19051,C,C,C,C,-
19082,N,N,N,C,N
19115,C,C,C,C,C
19153,C,C,N,C,C
19179,C,C,C,C,C
19180,C,C,N,N,N
40090,C,C,C,C,C
40115,C,C,C,C,C
40122,C,C,C,C,C
40143,C,C,C,C,C
40151,C,C,-,-,-
55088,C,C,C,C,C
55101,C,C,C,C,C
55129,C,C,C,C,C
55144,C,C,C,C,C
55150,C,C,C,C,C
55297,-,-,C,-,C
55299,C,C,C,C,C
55350,C,C,-,-,-
55369,C,C,C,C,C
55391,-,C,-,-,C
55442,C,C,C,C,C
55482,C,-,-,-,C
55490,C,C,C,C,C
55536,-,C,-,-,-
56026,C,C,C,C,C
56044,C,C,C,C,C
56045,C,C,C,C,C
56066,C,C,C,C,C
56076,C,C,C,C,C
56098,C,C,C,C,C
56130,C,C,C,C,C
56164,C,C,C,C,C
56177,C,C,C,C,C
57016,C,C,C,C,C
57017,C,C,C,C,C
57056,C,C,C,C,C
57065,C,C,C,C,C
57091,C,C,C,C,C
57100,C,C,C,C,C
57113,C,C,C,C,C
57117,C,C,C,C,C
57171,C,C,C,C,C
57177,C,C,C,C,C
57196,C,C,C,C,C
57276,C,C,C,C,C
57277,C,C,C,C,C
57298,C,C,C,C,C
57329,C,C,C,C,C
57390,C,C,C,C,C
57425,C,C,C,C,C
57500,C,C,C,C,C
57530,C,C,C,C,C
57584,C,C,C,C,C
57611,C,C,C,C,C
57617,C,C,C,C,C
57627,C,C,C,C,C
57637,C,C,C,C,C
57719,C,C,C,C,C
57721,C,C,C,C,C
57763,C,C,C,C,C
58017,C,C,C,C,C
58062,C,C,C,C,C
58116,C,C,C,C,C
58120,N,C,C,C,C
58147,C,C,C,C,C
58153,C,C,C,C,C
58171,C,C,C,C,C
58206,C,C,C,C,C
58210,-,C,C,C,C
58219,C,C,C,C,C
58226,-,-,-,C,C
58244,N,C,C,C,C
58252,C,C,C,C,C
58277,C,C,C,C,C
58287,C,C,C,C,C
58312,C,C,C,C,C
59034,C,C,C,C,C
59084,C,C,C,C,C
59087,C,C,C,C,C
59125,C,C,C,C,C
59129,C,C,C,C,C
59144,C,C,C,C,C
59156,C,C,C,C,C
59160,C,C,C,C,C
59221,C,C,C,C,C
59253,C,C,C,C,C
59263,C,C,C,C,C
59290,C,C,C,C,C
59301,C,C,C,C,C
59340,C,C,C,C,C
59360,C,C,C,C,C
59421,C,C,C,C,C
59479,C,C,C,C,C
59497,C,C,C,C,C
59515,C,C,C,C,C
59519,C,C,C,C,C
59532,C,C,C,C,C
59547,C,C,C,C,C
59565,C,C,C,C,C
59574,C,C,C,C,C
59594,C,C,C,C,C
59603,C,C,C,C,C
60045,C,C,C,-,C
60079,C,C,C,C,C
60097,C,C,C,C,C
60160,-,C,C,C,C
60166,C,C,C,C,C
60172,C,C,C,C,C
60209,C,C,C,C,C
60211,C,C,-,C,C
60213,C,C,C,C,C
60218,C,C,C,C,C
60221,C,C,C,C,C
60228,C,C,C,C,C
60253,C,C,C,C,C
60290,C,C,C,C,C
60336,C,C,C,C,C
60354,C,C,C,C,C
60391,C,C,C,C,C
60440,C,C,C,C,C
60473,C,C,C,C,C
60485,C,C,C,C,C
60506,C,C,C,C,C
60523,C,C,C,C,C
60546,C,C,C,C,C
60568,C,C,C,C,C
60654,C,C,C,C,C
61001,C,C,C,C,C
61006,C,C,C,C,C
61012,C,C,C,C,C
61097,C,C,C,C,C
61140,C,C,C,C,C
61156,C,C,C,C,C
61267,C,C,C,C,C
61414,C,C,C,C,C
61490,C,C,C,C,C
61503,C,C,C,C,C
62043,C,C,C,C,C
62069,C,C,C,C,C
62114,C,C,C,C,C
62134,C,C,C,C,C
62191,C,C,C,C,C
62213,C,C,C,C,C
62279,C,C,C,C,C
62300,C,C,C,C,C
62316,C,C,C,C,C
62423,C,C,C,C,C
62442,C,C,C,C,C
62483,C,C,C,C,C
62654,C,C,C,C,C
62656,C,C,C,C,C
62698,C,C,C,C,C
62724,C,C,C,C,C
62793,C,C,C,C,C
62802,-,C,-,C,-
62820,C,C,C,C,C
62839,C,C,C,C,C
62864,C,C,C,C,C
62875,C,C,C,C,C
62903,C,C,C,C,C
63005,C,C,C,N,C
63010,C,N,C,C,C
63021,C,C,C,C,C
63058,C,C,C,C,C
63071,C,C,C,C,-
63082,C,C,C,C,C
63093,C,C,N,C,C
63144,C,C,C,C,C
63154,C,C,C,C,C
63181,C,C,C,C,C
63187,C,C,C,C,C
63189,C,C,C,C,C
63231,C,C,C,C,C
63244,C,C,C,C,C
63261,C,C,C,C,C
63273,C,C,C,C,C
63334,C,C,C,C,C
63426,C,C,C,C,C
63463,C,C,C,C,-
64016,C,C,C,C,-
64021,C,C,C,C,C
64028,C,N,C,C,C
64124,C,C,C,C,C
64132,C,C,C,C,C
64191,C,C,C,C,C
64210,C,C,C,C,N
64223,-,C,C,-,-
64290,C,C,C,C,C
64307,C,N,C,C,C
64366,C,C,C,C,C
64367,C,C,C,C,C
64485,C,C,C,C,C
64527,C,C,C,C,C
64535,C,C,C,C,C
65102,C,C,C,C,C
65134,C,C,C,C,C
65137,C,C,C,C,C
65224,C,C,C,C,C
65279,C,-,-,-,C
65292,C,C,N,C,C
65399,C,C,-,C,C
65449,C,C,C,C,C
65454,C,C,C,C,C
65478,C,C,-,-,-
66041,C,C,C,C,C
66054,C,-,C,-,C
66064,C,N,C,C,C
66076,C,-,C,-,-
66077,C,C,C,-,C
66085,C,C,C,-,C
66099,C,C,C,C,C
66107,C,C,C,C,C
66203,C,-,C,-,C
66210,C,C,C,N,C
66212,C,C,C,C,C
67003,C,C,C,C,C
67039,C,C,C,C,C
67056,C,C,C,C,C
67075,C,C,C,C,C
67125,C,C,C,C,C
67163,C,C,C,C,C
67188,C,C,C,C,C
67212,C,C,C,C,C
67220,C,C,C,C,C
67313,C,C,C,C,C
67361,C,C,C,C,C
67368,C,C,C,C,C
67482,C,C,C,C,C
67538,C,C,C,C,C
68001,C,C,C,C,C
68022,C,C,C,C,C
68025,C,-,C,-,C
68027,C,C,C,C,C
68061,C,C,C,C,C
68101,C,C,C,C,C
68138,C,C,C,C,C
68142,-,C,C,-,-
68254,C,C,C,C,C
68282,C,C,C,C,C
68318,C,C,C,C,C
68357,C,C,C,C,C
68368,C,C,C,C,C
69008,C,C,C,C,C
69016,-,C,C,C,C
69027,C,C,C,C,C
69077,C,C,C,C,C
69088,C,C,C,C,C
69120,C,C,C,C,C
69127,C,C,C,C,C
69188,C,C,C,C,C
69190,C,C,C,C,C
69192,C,C,C,C,C
69204,C,C,C,C,C
69212,C,C,C,C,C
69218,C,C,C,C,C
69273,C,C,C,C,C
70018,C,C,C,C,C
70078,-,C,-,-,C
70083,C,C,C,C,C
70114,C,C,C,C,C
70125,C,C,C,C,C
70158,C,C,C,C,C
70159,C,C,C,C,C
70254,-,-,C,C,-
70276,-,C,-,C,C
36002,C,C,C,C,C
36037,C,C,C,C,C
36038,C,C,C,C,C
36081,C,C,C,C,C
36126,C,C,C,C,C
36132,C,C,C,C,C
36134,C,C,C,C,C
36198,C,C,C,C,C
36248,C,C,C,C,C
37003,C,C,C,C,C
37032,C,C,C,C,C
37068,C,C,C,C,C
37096,C,C,C,C,C
37104,C,C,C,C,C
37106,C,C,C,C,C
37107,C,C,C,C,C
37194,C,C,C,C,C
37208,C,C,C,C,C
37259,-,-,C,C,C
37263,C,C,C,C,C
37268,C,C,C,C,C
38009,C,C,C,C,C
38075,C,C,C,C,C
38116,C,-,C,-,C
38171,C,C,C,C,-
38222,C,C,C,C,C
38252,C,C,C,C,C
38270,C,C,C,C,C
38284,C,C,C,C,C
38300,C,C,C,C,C
38389,C,C,C,C,C
38417,C,C,C,C,C
38423,C,C,C,C,C
38433,C,C,C,C,C
38487,C,C,C,C,C
38539,C,C,C,C,C
39030,C,C,C,C,C
39032,-,C,-,C,-
39039,-,C,-,C,-
39053,C,C,C,C,C
39086,C,C,C,-,C
39120,-,-,C,C,-
39133,C,C,C,C,C
39222,-,C,-,-,C
39235,C,C,C,C,C
39252,C,C,C,C,C
39307,C,C,C,C,C
39350,C,C,C,C,C
39362,N,C,C,C,C
39388,C,C,C,C,C
39399,C,C,C,C,C
39453,-,-,C,C,C
39480,N,C,C,C,C
39492,C,C,C,C,C
39548,-,C,-,C,-
39554,C,-,C,-,C
39560,C,C,C,C,C
40006,C,C,C,C,C
40007,C,C,C,C,C
40254,C,C,C,C,C
40270,C,C,C,C,C
40283,C,C,C,C,C
40311,C,C,C,C,C
41020,C,C,C,C,C
41041,C,C,C,C,C
41051,C,C,C,C,C
41079,C,C,C,C,C
41103,C,C,C,C,C
41151,C,C,C,C,C
41153,C,C,C,C,C
41171,C,C,C,C,C
41204,C,C,C,C,C
42014,-,C,-,-,C
42050,C,-,-,C,-
42060,C,-,-,-,-
42089,C,C,C,C,C
42099,C,C,C,C,C
42155,C,C,C,C,C
42162,C,C,C,C,C
42169,C,C,C,C,C
42285,C,C,C,C,C
42287,C,C,C,C,C
43004,-,-,-,C,-
43101,C,-,-,-,-
43103,C,C,C,C,C
43152,C,C,C,C,C
43268,C,C,C,C,C
44092,C,C,C,C,C
44107,C,C,C,C,C
44161,C,C,C,C,C
44201,C,C,C,C,C
44214,C,C,C,C,C
45016,C,C,C,C,C
45074,-,C,-,C,-
45081,C,C,C,C,C
45082,C,C,C,C,C
45111,C,C,C,C,C
45142,C,C,C,C,C
45155,C,C,C,C,C
45174,C,C,C,C,C
45229,C,C,C,C,C
45256,C,C,C,C,N
45279,C,C,C,C,C
45281,C,C,C,C,C
45292,C,C,C,C,N
45320,C,C,C,C,C
45340,C,C,C,C,C
46006,C,C,C,C,C
46124,C,C,C,C,C
46200,C,C,C,C,C
46251,C,C,C,C,C
46301,C,C,C,C,C
46318,C,C,C,C,N
46322,C,C,C,N,C
46324,C,C,C,N,C
47016,C,C,C,C,C
47067,C,C,C,C,C
47069,C,C,C,C,C
47128,C,C,C,C,C
47167,C,C,C,C,C
47176,C,C,C,C,C
47178,C,C,C,C,C
47186,C,C,C,C,C
47195,C,C,C,C,C
47231,C,C,C,C,C
47278,C,C,C,C,C
48027,C,N,C,C,C
48043,C,C,C,C,C
48128,-,C,C,C,-
49017,C,C,C,C,C
49023,C,C,C,C,C
49057,C,C,C,C,C
49113,C,C,C,C,C
49170,C,C,C,C,C
49228,C,C,C,C,N
49267,C,C,C,C,C
49358,C,C,C,C,C
50003,C,C,C,C,C
50110,C,C,C,C,C
50193,C,C,C,C,C
50209,C,C,C,C,C
50218,C,C,C,C,C
50260,C,C,C,C,C
50311,C,C,C,C,C
50370,C,C,C,C,C
50417,C,C,C,C,C
50482,C,C,C,C,C
50517,C,C,C,C,C
50542,C,C,C,C,C
50571,C,C,C,C,C
50598,C,C,C,C,C
50603,C,C,C,C,C
50604,C,C,C,C,C
50618,C,C,C,C,C
51016,C,C,C,C,C
51033,C,C,C,C,C
51041,C,C,C,C,C
51055,C,C,C,C,C
51086,C,C,C,C,C
51105,C,C,C,C,C
51133,C,C,C,C,C
51140,C,C,C,C,C
51155,C,C,C,C,C
51227,N,N,C,N,C
51251,C,C,C,C,C
51276,-,-,C,C,-
51279,C,C,C,C,C
51289,-,C,C,-,-
51306,C,C,C,C,C
51315,C,C,C,C,C
51373,C,C,C,C,C
51379,C,C,C,C,C
51410,C,C,C,C,C
51432,C,C,C,C,C
51478,-,C,C,-,-
51480,C,C,C,C,C
51545,C,C,C,C,C
51581,C,C,C,C,C
51647,C,C,C,C,C
52008,C,C,C,C,C
52009,-,-,C,-,C
52206,C,C,C,C,C
52275,-,C,-,C,-
52388,-,C,-,C,C
52431,-,C,C,C,-
52492,C,C,C,C,C
52502,C,-,C,C,C
52529,C,C,C,C,C
53003,C,C,C,C,C
53131,C,C,C,C,C
53186,C,C,C,C,C
53209,C,C,C,C,C
53225,C,C,C,C,C
53234,C,C,C,C,C
53235,C,C,C,C,C
54020,C,C,C,C,C
54123,C,C,C,C,C
54153,C,C,C,C,C
54165,C,C,C,C,C
54205,C,C,C,C,C
54207,C,C,C,C,C
54230,C,C,C,C,C
54259,C,C,C,C,C
54261,C,C,C,C,C
54291,C,C,C,C,C
54438,C,-,-,C,-
54484,C,C,C,C,C
54511,C,C,C,C,C
54545,C,-,-,-,C
54563,C,C,C,C,C
01049,C,C,C,C,C
01062,C,C,C,C,C
01072,C,C,C,C,N
01081,C,C,C,C,C
01151,C,C,C,C,C
01175,C,C,C,C,C
01190,-,C,-,-,C
01239,C,C,C,C,C
01246,C,C,C,C,C
01288,C,C,C,C,C
01322,C,C,C,C,C
01325,C,C,C,C,C
01366,C,C,C,C,C
01411,-,C,-,C,-
02030,-,-,-,C,C
02074,C,C,C,C,C
02102,C,C,C,C,C
02150,C,C,C,C,C
02170,C,C,C,C,C
02201,C,C,C,C,C
02258,C,C,C,C,C
02331,C,C,C,C,C
02347,C,C,C,C,C
02381,C,C,C,C,C
02388,C,C,C,C,C
02425,C,C,C,C,C
02430,C,C,C,C,C
02456,C,C,C,C,C
02518,C,C,C,C,C
02527,C,C,C,C,C
02549,C,C,C,C,C
02616,C,C,C,C,C
02686,C,C,C,C,C
02703,C,C,C,C,C
02720,C,C,C,C,C
02751,C,C,C,C,C
02778,C,C,C,C,C
02798,C,C,C,C,C
02800,C,C,C,C,C
03024,C,C,C,C,C
03029,C,C,C,C,C
03039,C,C,C,N,C
03042,C,C,C,C,C
03057,C,C,C,C,C
03060,C,C,C,C,C
03075,C,C,C,C,C
03106,C,C,C,C,C
03109,C,C,C,C,C
03125,-,C,C,-,C
03137,C,C,C,C,C
03167,C,C,C,C,C
03170,C,C,C,C,C
03214,C,C,C,N,C
03225,C,C,C,C,C
03251,C,C,C,C,C
03263,C,C,C,C,C
03292,C,C,C,N,C
55041,C,C,C,C,C
55047,C,C,C,C,C
55068,C,C,C,C,C
55069,C,C,C,C,C
55089,-,C,-,-,C
55105,-,-,-,C,C
55110,-,-,C,-,C
55166,C,C,C,C,C
55185,C,C,C,C,C
55212,C,C,C,C,C
55258,C,C,C,C,C
55289,C,-,-,-,C
55353,C,C,C,C,C
55397,-,-,C,-,C
55468,C,-,C,-,-
55476,C,C,C,C,C
55566,C,C,C,C,-
55575,C,C,C,C,C
04020,-,C,-,C,-
04159,C,C,C,C,C
04176,C,-,C,C,C
04235,C,C,-,-,-
56013,C,C,C,C,C
04236,-,C,C,-,-
56035,C,C,C,C,C
05004,C,C,C,C,C
56043,C,C,C,C,C
05040,C,C,C,C,C
56087,C,C,C,C,C
05077,C,C,C,C,C
56129,C,C,C,C,C
05096,C,C,C,C,C
56144,C,C,C,C,C
05113,C,-,C,C,C
56204,C,C,C,C,C
05134,-,-,C,C,C
56223,C,C,C,C,C
05184,C,C,C,C,-
56229,C,C,C,C,C
06052,C,C,C,C,C
57012,C,C,C,C,C
06053,-,C,-,C,C
57021,C,C,C,C,C
06093,C,C,C,-,C
57066,C,C,C,C,C
06103,C,C,C,C,C
57080,C,C,C,C,C
06114,C,C,C,C,C
57090,C,C,C,C,C
57092,C,C,C,C,C
57110,C,C,C,C,C
57126,-,C,C,-,-
57137,C,C,C,C,C
57145,C,C,C,C,C
57204,C,C,C,C,C
57248,C,C,C,C,C
57252,C,C,C,C,C
06143,C,C,C,C,C
07024,C,C,C,C,C
07025,C,C,C,C,C
07042,C,C,C,C,C
07095,C,C,C,C,N
07144,C,-,C,C,C
07155,C,C,C,C,C
07183,C,C,C,C,C
07224,C,C,C,C,C
07235,C,-,C,C,C
07315,C,C,C,C,C
08116,C,C,C,C,C
57300,C,C,C,C,C
57321,C,C,C,C,C
57341,C,C,C,C,C
57374,-,C,C,C,-
57387,C,C,C,C,C
57401,C,C,C,C,C
57430,C,C,C,C,C
57462,C,C,C,C,C
57493,C,C,C,C,C
57586,C,C,C,C,C
57613,C,C,C,C,C
57633,C,C,C,C,C
57687,C,C,C,C,C
08170,C,C,C,C,C
08187,C,C,C,C,C
08295,C,C,C,C,C
08341,C,C,C,C,C
08344,C,C,C,C,C
08348,C,C,C,C,C
08354,C,C,C,C,C
08365,C,C,C,C,C
08408,C,C,C,C,C
08437,C,C,C,C,C
08451,C,-,C,C,C
08456,C,C,C,-,C
08471,C,C,C,C,C
09018,C,-,C,-,-
09041,C,C,C,C,C
09085,-,-,-,C,C
09134,-,C,-,-,C
09168,C,C,C,C,C
58029,C,C,C,C,C
58030,C,C,C,C,C
58040,C,C,C,C,C
58056,C,C,C,C,C
58060,C,C,C,C,C
58106,-,C,C,-,C
58124,C,C,C,C,C
58128,-,C,C,C,-
58162,N,C,C,C,C
58166,N,C,C,C,C
58175,C,C,C,C,C
58199,C,C,C,C,C
58220,C,C,C,C,C
58236,C,C,C,C,C
58245,C,C,C,C,C
58309,C,C,C,C,C
59051,C,C,C,C,C
59083,C,C,C,C,C
59109,C,C,C,C,C
59122,C,C,C,C,C
59124,C,C,C,C,C
09243,C,C,C,C,C
59133,C,C,C,C,C
10031,C,C,C,C,C
59172,C,C,C,C,C
10081,C,C,C,C,C
59192,C,C,C,C,C
10086,N,C,C,C,C
59200,C,C,C,C,C
10096,-,C,-,C,-
10097,C,-,-,C,-
10100,C,C,C,C,C
10126,C,C,C,C,C
10129,C,C,C,C,C
10136,C,C,C,C,C
10157,C,C,C,C,C
10180,C,C,C,C,C
10181,C,C,-,C,C
10189,C,C,C,C,C
10195,C,C,C,C,C
10203,C,C,C,C,C
10214,C,C,C,C,C
10285,C,C,C,C,C
10295,C,C,C,C,C
10301,C,-,-,C,-
10323,C,C,C,C,C
10326,C,C,C,C,C
10352,C,C,C,C,C
59275,C,C,C,C,C
59285,C,C,C,C,C
59294,C,C,C,C,C
59343,C,C,C,C,C
59367,C,C,C,C,C
59374,C,C,C,C,C
59401,C,C,C,C,C
59424,C,C,C,C,C
59429,C,C,C,C,C
59447,C,C,C,C,C
59523,C,C,C,C,C
59528,C,C,C,C,C
59544,C,C,C,C,C
59576,C,C,C,C,C
10433,C,C,C,C,C
59580,C,C,C,C,C
11001,C,C,C,C,C
59582,C,C,C,C,C
11025,C,C,C,C,C
59656,C,C,C,C,C
11042,C,-,C,-,N
59659,C,C,C,C,C
11060,C,-,C,-,C
60025,C,C,C,C,C
11079,C,C,C,C,C
60030,C,C,C,C,C
11111,C,C,C,C,C
60054,C,C,C,C,C
11117,C,-,C,-,C
60067,C,C,C,C,C
11118,C,-,C,-,C
60068,C,C,C,C,C
11178,C,C,C,C,C
60069,C,C,C,C,C
11201,C,C,C,C,N
11232,C,C,C,C,C
11261,C,C,C,C,C
11275,C,C,C,C,C
11330,C,C,C,C,C
11370,C,C,C,C,C
11380,C,C,-,C,-
11414,C,-,-,-,-
11431,-,C,-,C,C
60102,C,C,C,C,C
60136,C,C,C,C,C
60154,C,C,C,C,C
60164,C,C,C,C,C
60169,-,-,C,C,C
60197,C,C,C,C,C
60276,C,C,C,C,C
60289,C,C,C,C,C
60294,C,C,C,C,C
60337,C,C,C,C,C
60341,C,C,C,C,C
60345,C,C,C,C,C
60426,C,C,C,C,C
60430,C,C,C,C,C
60471,C,C,C,C,C
60476,C,C,C,C,C
60495,C,C,C,C,C
60519,C,C,C,C,C
60561,C,C,C,-,C
60574,C,C,C,C,C
60586,C,C,C,C,C
12009,C,C,C,C,C
12012,C,C,C,C,C
12083,C,C,C,C,C
12092,C,C,C,C,C
12135,C,C,C,C,C
12170,C,C,C,N,C
12226,C,C,C,C,C
12238,C,C,C,C,C
12239,C,C,C,C,C
12242,C,C,C,C,C
13008,C,C,C,C,C
13013,C,C,C,C,C
13033,C,C,C,C,C
13062,C,C,C,C,C
13084,C,C,C,C,C
13090,C,-,C,-,C
14032,C,C,C,C,C
60609,C,C,C,C,C
60637,C,C,C,C,C
60648,C,C,C,C,C
60673,C,C,C,C,C
60694,-,-,-,-,-
61020,C,C,C,C,C
61104,C,C,C,C,C
61113,C,C,C,C,C
61118,C,C,C,C,C
61208,-,-,-,-,-
61241,C,C,C,C,C
61242,C,C,C,-,C
61345,C,C,C,C,C
61346,C,C,C,C,C
61387,C,C,C,C,C
61438,C,C,C,C,C
61491,C,C,C,C,C
14132,C,C,C,C,C
14160,C,C,C,C,C
14225,C,C,C,C,N
14401,C,C,C,C,C
14402,C,C,C,C,C
14430,C,C,C,C,C
14446,C,C,C,C,C
14478,C,C,C,C,C
14498,C,C,C,C,C
14506,C,C,C,C,C
14588,C,C,C,C,C
14748,C,C,C,C,C
14762,C,C,C,C,C
62064,C,C,C,C,C
15036,C,C,C,C,N
62073,C,C,C,C,C
15073,C,C,-,-,-
62124,C,C,C,C,C
62152,C,C,C,C,C
62162,C,C,C,C,C
62176,C,C,C,C,C
62254,C,C,C,C,C
62286,C,C,C,C,C
62339,C,C,C,C,C
62347,C,C,C,C,C
62365,C,C,C,C,C
62381,C,C,-,C,C
62496,C,C,C,C,C
62515,C,C,C,C,C
62520,C,C,C,C,C
62550,C,C,C,C,C
62569,C,C,C,C,C
62579,C,C,C,C,C
62585,C,C,C,C,C
62604,C,C,C,C,C
62616,C,C,C,C,C
62636,C,C,C,C,C
62637,C,C,C,C,C
62747,C,C,C,C,C
62752,C,C,C,C,C
62771,C,C,C,C,C
62894,C,C,C,C,C
62895,C,C,C,C,C
15085,C,C,C,C,C
63008,C,C,-,C,C
15091,-,C,-,C,-
63011,C,C,C,C,C
15100,C,C,-,C,-
63026,C,C,C,C,C
15117,C,-,-,C,C
63063,C,C,C,C,C
15174,C,C,C,C,N
63075,C,C,C,C,C
15202,C,-,-,C,C
63087,-,C,C,-,-
15266,C,-,-,C,C
16041,C,C,C,C,C
